K_beta	Mean_C1	Mean_C2	N	N_C1	N_C2	N_Tail	pi_C1	pi_C2	pi_Tail	rcc_C1	rcc_C2	rcc_Tail	Scale_Tail	Shape_Tail	tail	Variance_C1	Variance_C2	NLL	BIC	AIC	entropy	ICL	reduced.entropy	reICL	size	sse_total	sse_0_0.1	sse_0.1_0.2	sse_0.2_0.3	sse_0.3_0.4	sse_0.4_0.5	sse_0.5_0.6	sse_0.6_0.7	sse_0.7_0.8	sse_0.8_0.9	sse_0.9_1	sample	karyotype	Mean_Tail	Variance_Tail	Mean_C3	N_C3	pi_C3	rcc_C3	Variance_C3
2	0.3458074377969588	0.2780138324662889	50959	49888	1071	0	0.9556869979601423	0.04431300203985769	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.002230154981262351	0.019622246726383717	-77191.04182333266	-154317.0509866644	-154370.08364666533	5449.260922327483	-148867.7900643369	5449.260922327482	-148867.7900643369	6	4.566351219492361e-4	8.489882049621073e-7	8.422489806902843e-7	1.1689640374736524e-4	2.3934550728488523e-4	9.822765348668377e-5	3.6771761291981344e-7	3.313955769846039e-8	7.092506697454696e-8	2.537992838268046e-9	1.4218348243540817e-14	./180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.5142476331102077	0.2551980983543196	43086	20671	22415	0	0.47969134785807166	0.5203086521419283	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.002161972162186957	0.0016800976078102695	-43394.138837892606	-86724.25195540118	-86776.27767578521	192.33455098304572	-86531.91740441814	192.33455098304486	-86531.91740441814	6	6.647831179068194e-4	5.559914323689156e-7	5.7607471787423804e-5	3.884213205412101e-4	1.2399786073326561e-5	5.903655508916595e-5	1.458190686927185e-4	7.43250758043672e-7	1.199494826022936e-7	7.972404995951373e-8	2.303516710046612e-50	./180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.6929947786116881	0.3453365887399177	1010	245	731	34	0.24117433217224318	0.714455678997398	0.04436998883035875	TRUE	FALSE	FALSE	0.089999999	1.433343680523125	TRUE	0.0020947811321056246	0.002184348011695102	-965.382546286599	-1868.5057420846802	-1912.765092573198	55.96639350118755	-1812.5393485834927	0.10909668981076434	-1868.3966453948694	9	0.0010034984023954338	6.682367795885062e-5	2.748199983177445e-5	2.0829220598357008e-4	3.494487017560038e-4	1.5633001416512295e-4	4.110214095871734e-6	5.67486960650078e-5	1.3059511252304197e-4	3.6623558365048056e-6	5.4241796854900225e-9	./180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716	2:0	0.29768734519910356	Inf	NA	NA	NA	NA	NA
2	0.734327733100486	0.17242193477379086	2215	1857	358	0	0.8384786156500547	0.1615213843499453	0	FALSE	FALSE	FALSE	NA	NA	FALSE	0.010037680515898728	0.00639622685390065	-1160.509628754063	-2274.8012114132507	-2309.019257508126	27.37627217063019	-2247.4249392426204	27.376272170630152	-2247.4249392426204	6	0.0014924392434260542	7.728849280478627e-5	2.3109019021180457e-4	4.237175058729367e-5	1.3464222962923352e-5	1.344716413772927e-5	6.889807020069109e-5	1.924762535638864e-4	5.690523308856404e-4	2.3977076577647515e-4	4.458000229482395e-5	./180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.39880630232184583	NA	15619	14188	NA	1431	0.8964271057467468	NA	0.10357289425325321	TRUE	NA	TRUE	0.051401868158878504	0.9794102831395083	TRUE	0.00331724267854227	NA	-17418.466645205583	-34778.99583000602	-34824.933290411165	1057.292768531523	-33721.703061474494	-0	-34778.99583000602	6	8.570126408957513e-4	2.3687504886926592e-4	6.659773850186421e-5	2.0570587413267016e-5	2.5625498460509703e-4	2.5277693597359466e-4	2.367410119639318e-5	1.3311261632178087e-7	6.069171197120146e-8	3.938207205850728e-8	3.0057935917740603e-8	./180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362	1:1	Inf	Inf	NA	NA	NA	NA	NA
2	0.5835277671511171	0.28012352475500096	7446	1550	5548	348	0.20533993131541187	0.7344984350907499	0.06016163359383832	FALSE	TRUE	FALSE	0.05263157794736842	1.0597086701020382	TRUE	0.0022083815902863174	0.002100148213296516	-7241.345923929052	-14402.45295756821	-14464.691847858105	556.844625022275	-13845.608332545935	14.316082922331892	-14388.136874645877	9	0.0010090853233406707	6.5472532413909e-5	5.082923037999863e-5	4.7697741951059137e-4	3.51804781575299e-4	9.278805079918111e-7	5.5351238284812216e-5	6.4217765040776945e-6	1.2416787480626467e-6	3.869991288864669e-8	2.0085503039697247e-8	./180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362	2:1	0.934104534176749	Inf	NA	NA	NA	NA	NA
3	0.8157116937155497	0.3833767699751808	1193	561	491	0	0.4703905849729449	0.4122955298112888	0	FALSE	FALSE	FALSE	NA	NA	FALSE	0.002164672694349023	0.00569421681029633	-605.6607842426504	-1147.5635306864194	-1193.3215684853008	35.27740438430121	-1112.2861263021182	35.277404384301185	-1112.2861263021182	9	0.0011715584800182576	4.4723960969923846e-5	5.371558831214413e-5	6.461032504906809e-5	2.3189792822333864e-4	1.7750163631378372e-4	4.4101244906108506e-5	8.599571074570852e-6	7.337153119349949e-5	4.463490375432838e-4	2.6687656432536638e-5	./180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362	2:0	NA	NA	0.1327120653737311	141	0.11731388521576631	TRUE	0.002059559415536723
2	0.438948882053405	0.2203537365029596	361	179	182	0	0.47376985107523173	0.5262301489247683	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0027349854800061838	0.0017943267439326676	-266.6002645647637	-497.8672613795301	-521.2005291295274	11.690189842591119	-486.17707153693897	11.690189842591117	-486.17707153693897	6	0.003507516120758829	6.545679618624636e-5	7.176670716593621e-4	0.0013751527648709658	2.3745227223829132e-4	9.364504604707635e-4	1.6761738859486536e-4	4.600633420230271e-8	9.414571912049506e-15	7.673360394717647e-6	3.3166973062501793e-53	./180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.16864540836449673	NA	19576	19576	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0033103443592333074	NA	-29280.38488974354	-58531.12360067171	-58554.76977948708	-0	-58531.12360067171	-0	-58531.12360067171	3	0.002292545926451895	4.390517741412004e-4	0.0013587757701784466	4.5443031046238494e-4	3.912323768223583e-5	1.1518927885621493e-6	2.503326489836941e-9	1.043787257493639e-8	3.5564290952721283e-25	2.808441091418866e-36	8.853776089722914e-56	./180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.13065229803705092	NA	34493	34493	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.001050975457858457	NA	-69958.50893585806	-139885.67233666446	-139911.01787171612	-0	-139885.67233666446	-0	-139885.67233666446	3	0.00154443229535776	6.562204826685352e-4	8.76721620620472e-4	1.1459072454330245e-5	2.94386131182688e-8	8.405006357898957e-10	8.405006684624359e-10	2.80339601138389e-49	1.0264940335773555e-68	1.2201756143729985e-99	9.446233889384787e-154	./180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.2256096380614681	0.11691209068966534	5049	1379	3670	0	0.27302508934729086	0.7269749106527091	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0013135921814461087	7.862973660880564e-4	-8050.184291817648	-16049.206910738143	-16088.368583635296	528.1652618508884	-15521.041648887254	528.1652618508884	-15521.041648887254	6	0.0010144566320577756	4.908682569667768e-4	4.450496848147745e-4	6.739531276519872e-5	1.1104157139604708e-5	3.922037142092596e-8	2.542580983540406e-22	3.268307797914617e-39	7.639152563871947e-59	3.732161130660526e-91	3.761496330667834e-149	./180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.2583791813866281	0.12982780558390059	4879	3955	924	0	0.8083913173114379	0.19160868268856213	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.002179866606567718	0.0011222641292428556	-6429.121139414951	-12807.286105471008	-12846.242278829903	508.0058750179255	-12299.280230453083	508.0058750179255	-12299.280230453083	6	5.60970712553615e-4	6.5576297968026965e-6	8.96621641700662e-5	3.25648305472883e-4	1.3711635751249596e-4	1.9443394974116307e-6	4.1916103955569075e-8	1.9564161988192327e-22	2.3671123225353155e-34	3.212194981876254e-54	3.1615595730060696e-90	./180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276	2:0	NA	NA	NA	NA	NA	NA	NA
1	0.35596167035682275	NA	25707	25707	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.018622413166774304	NA	-15131.106466857646	-30231.74937789328	-30256.21293371529	-0	-30231.74937789328	-0	-30231.74937789328	3	0.0013859066066033935	1.517712748689789e-5	1.4181727190041635e-4	5.771292720413043e-4	3.128960181496589e-4	1.3556852922675598e-4	1.9633514905197165e-4	5.811395308021923e-6	1.1205408822897663e-6	5.1283453669812173e-08	1.9102406983505654e-11	./180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.2562909042120508	NA	51509	50647	NA	862	0.9738116057503189	NA	0.02618839424968118	TRUE	NA	TRUE	0.0611353701790393	1.2829583322215161	TRUE	0.0031431206582170916	NA	-71380.73176258952	-142696.36645420705	-142749.46352517905	3020.7712783531806	-139675.59517585387	-0	-142696.36645420705	6	0.0013971651453473766	2.3139112598194745e-5	2.7936450970551314e-4	9.763576808600831e-4	1.1775732061132769e-4	5.304333790365578e-7	5.123641847693435e-9	4.537129642904602e-9	3.390856801356066e-9	1.8998546208404615e-9	1.1367103085553314e-9	./180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304	1:1	0.2771932247015172	Inf	NA	NA	NA	NA	NA
2	0.41230497802015725	0.20791918810352694	22169	4979	17190	0	0.21552907931820514	0.7844709206817948	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0024675076457635415	0.0023530590163313263	-24357.155386118196	-48654.27207106283	-48702.31077223639	1058.98597484152	-47595.28609622131	1058.9859748415197	-47595.28609622131	6	9.162895833924841e-4	2.938693762076491e-6	5.526988445443872e-4	3.4052199733239537e-4	2.094651867519731e-6	9.599293175819836e-6	8.368614173881867e-6	6.138439298976731e-8	6.104143413815622e-9	2.663291546894316e-34	4.260332522768149e-64	./180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304	2:1	NA	NA	NA	NA	NA	NA	NA
2	0.4744819644487897	0.20887591843526762	486	132	354	0	0.26632612655813465	0.7336738734418653	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0028175592096451496	0.004374892585603405	-398.28787428080716	-759.4584968182114	-784.5757485616143	19.419380932434304	-740.0391158857772	19.419380932434297	-740.0391158857772	6	0.0034689983403622822	6.324331660753204e-5	9.29254860623329e-4	0.0016869153309929665	1.1199511390502238e-4	3.6926722950568204e-4	3.0117575132053377e-4	7.146734615772886e-6	2.7914433743261875e-12	1.767417677721162e-23	3.346910406560874e-45	./180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304	2:0	NA	NA	NA	NA	NA	NA	NA
2	0.27117189843266476	0.12346788053399244	4610	1348	2942	320	0.2772553380241517	0.585614944801922	0.13712971717392636	TRUE	TRUE	FALSE	0.050314464408805035	1.8286083940567313	TRUE	0.0014465886571701765	0.0016138726436545812	-5978.980480422634	-11882.037112621352	-11939.960960845268	1712.2803658789887	-10169.756746742363	371.9665538164631	-11510.07055880489	9	0.0011069362304081815	7.760065448429461e-4	1.824723584944969e-4	1.3591807488566146e-4	1.198502901737361e-5	3.3708085888129335e-7	6.20456958925069e-8	1.0950012068432653e-7	4.104755442691879e-8	2.9754646254508955e-9	1.573473192946891e-9	./180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040	2:1	0.11103610899953098	Inf	NA	NA	NA	NA	NA
2	0.33494639916203833	0.11022561700262092	1576	860	716	0	0.5648305012497368	0.43516949875026323	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.01259103822532834	0.0011393491090999725	-1234.877109952675	-2425.5783482828433	-2457.75421990535	236.73444845806603	-2188.8438998247775	236.734448458066	-2188.8438998247775	6	0.0010013386623292518	1.9577660738357035e-4	1.4675839153750208e-4	2.029899555381326e-4	2.0730177994450458e-4	1.719975968900402e-4	7.137121033548413e-5	4.56916874334095e-6	5.73901179683383e-7	5.0776905924555224e-11	8.764047535858208e-17	./180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040	2:0	NA	NA	NA	NA	NA	NA	NA
2	0.23587049770985732	0.10311680777658885	5491	3455	1256	780	0.6116943078141758	0.21385921310297246	0.17444647908285177	TRUE	TRUE	FALSE	0.05027932860893855	2.1894543872394485	TRUE	0.0013129580880663263	9.18638693709173e-4	-7663.611930561145	-15249.72607011678	-15309.22386112229	1702.692004299896	-13547.034065816884	304.3930071515619	-14945.333062965217	9	0.0012873462567854791	7.336956355354045e-4	7.66082036057271e-5	4.7141563363697426e-4	5.5309986246032824e-6	7.185445200194148e-8	1.6176080703044272e-8	4.377981083483654e-9	2.033257645586197e-9	9.034025670445763e-10	4.4020876900489885e-10	./180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040	2:2	0.09255024639135943	0.020649740092887902	NA	NA	NA	NA	NA
1	0.16682384709888576	NA	4411	4411	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0020046699531442408	NA	-7601.219253238215	-15177.262936376115	-15196.43850647643	-0	-15177.262936376115	-0	-15177.262936376115	3	7.253761144161044e-4	1.1789751121580687e-4	4.366939492707304e-4	1.6513973820889906e-4	5.235569814780953e-6	4.0934590587543186e-7	1.1668172918825628e-17	5.657929338472707e-28	1.6898183034632523e-39	5.2873214608393544e-58	1.2857089432165104e-90	./180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095	1:1	NA	NA	NA	NA	NA	NA	NA
1	0.21343380712611362	NA	50336	50336	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.006521187881752077	NA	-56766.829487807234	-113501.17954819689	-113527.65897561447	-0	-113501.17954819689	-0	-113501.17954819689	3	0.0028957680040390173	1.251631665395756e-4	8.37488867885862e-4	0.001544953512499244	3.7462631689176004e-4	1.3215851950877756e-5	3.193338146972176e-7	9.544267787721103e-10	3.0222103205482334e-14	2.4398789033127825e-20	4.381825891639469e-31	./180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095	2:1	NA	NA	NA	NA	NA	NA	NA
1	0.4006839054206865	NA	6885	6885	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.012128131398655866	NA	-5413.927318311104	-10801.34333538872	-10821.854636622207	-0	-10801.34333538872	-0	-10801.34333538872	3	0.0011728968214832108	2.028268629786931e-6	1.772755478247684e-5	1.5878534002111813e-4	1.851502892767131e-4	2.3495508997392218e-4	5.668981319234801e-4	6.531309627294451e-6	8.180943323744816e-7	2.7429102055463763e-9	5.8389656676942206e-15	./180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095	2:0	NA	NA	NA	NA	NA	NA	NA
1	0.23975915992841296	NA	23283	23283	NA	0	1	NA	0	TRUE	NA	TRUE	NA	NA	FALSE	0.0023598716602974638	NA	-37157.90717805303	-74285.64791982749	-74309.81435610606	-0	-74285.64791982749	-0	-74285.64791982749	3	0.0012242713705666094	2.8112356748021265e-6	3.8487161312574365e-4	8.202984748959445e-4	1.616839383644463e-5	7.962259093509142e-8	3.834107423726674e-8	3.6893685021296344e-9	8.134517246328171e-33	6.932356583165002e-51	2.0569956631163017e-83	./180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095	2:2	NA	NA	NA	NA	NA	NA	NA
1	0.26334383865814753	NA	229	194	NA	35	0.8188606510676506	NA	0.18113934893234943	TRUE	NA	TRUE	0.07317073070731707	1.845364527003934	TRUE	0.0037388197372690214	NA	-264.6231794049006	-496.6440267884758	-517.2463588098012	46.359504381872256	-450.2845224066035	-0	-496.6440267884758	6	0.00417663177411529	4.3879813582368667e-4	7.759948933098845e-4	0.002084506506863716	8.396436109071869e-4	3.7175570282863585e-5	3.668384269233529e-7	7.745437816651812e-8	3.9499134840076807e-8	1.9167376938350262e-8	1.0097611084625836e-8	./180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101	1:1	0.15972597210908523	Inf	NA	NA	NA	NA	NA
2	0.4361726732389332	0.20386772531661895	1425	200	1174	51	0.13227931083711084	0.805643440928393	0.06207724823449613	TRUE	FALSE	FALSE	0.059405939594059404	1.6581660356831345	TRUE	0.0027605093425178175	0.003598250142242081	-1399.1579441184451	-2732.9585444025656	-2780.3158882368903	274.9656869593109	-2457.9928574432547	74.87409936641063	-2658.084445036155	9	0.002137568935662378	4.978860433287864e-4	7.242582513396716e-4	7.084524752739895e-4	1.3556953516316868e-4	6.289945417078453e-5	7.625541124922323e-6	8.69657032693594e-7	4.4606344203347955e-9	2.2699622706615185e-9	1.2476316703435802e-9	./180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101	2:1	0.1496657469577132	Inf	NA	NA	NA	NA	NA
3	0.5462905166981267	0.26299527462289335	697	147	401	0	0.21137753716342197	0.5812659084526446	0	FALSE	TRUE	FALSE	NA	NA	FALSE	0.0038948668647527805	0.0042453616254777395	-479.8251913809696	-900.7293140650945	-941.6503827619392	62.72637020206652	-838.002943863028	62.72637020206651	-838.002943863028	9	0.0012406268262149624	7.036016630755354e-5	2.4644153378655637e-4	5.736852594964239e-4	4.8844246986510015e-5	8.708572154274965e-5	1.2973551984435047e-4	7.448753812440083e-5	9.986839478906437e-6	6.475111228010223e-13	4.3862599425528214e-26	./180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101	2:0	NA	NA	0.10752697719814754	149	0.20735655438393336	TRUE	3.9885812477285826e-4
2	0.3580388751302927	0.1738728356555058	1813	511	1279	23	0.27924006758302866	0.6999841837780212	0.020775748638950087	TRUE	TRUE	FALSE	0.05309734413274336	1.7976058587588621	TRUE	0.0021786856915509342	0.0019017844599418757	-2048.955090164788	-4030.3855364327824	-4079.910180329576	200.9121970685882	-3829.473339364194	103.28842245719115	-3927.097113975591	9	0.0011168691943084807	3.961013739255238e-5	7.549610235041295e-4	1.637129300797547e-4	9.471444656978358e-5	6.357277010225861e-5	2.9717023890112423e-7	3.7613820487794296e-10	1.9413347222813617e-10	9.536400609977284e-11	5.0785417564419056e-11	./180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101	2:2	0.1196682494861306	Inf	NA	NA	NA	NA	NA
2	0.4953301682769848	0.17154446931345155	411	293	118	0	0.720915483840454	0.27908451615954605	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.006668558497305281	0.003835752798256722	-234.43642466136794	-432.76129003575846	-456.8728493227359	17.278486007661257	-415.48280402809723	17.278486007661257	-415.48280402809723	6	0.0041522289933769675	1.399344706049418e-4	8.60490778406624e-4	2.2734500545402506e-4	1.7757979598777407e-4	7.072212689703378e-4	0.001846080419289393	1.245448556407668e-4	5.722566170147373e-5	1.1806737321630563e-5	2.9111774460831433e-19	./180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310	1:0	NA	NA	NA	NA	NA	NA	NA
2	0.3257569050817903	0.13824618345200354	750	643	107	0	0.8656222101878877	0.13437778981211237	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.0031089392048434025	0.001332430325301608	-837.0179351106615	-1634.315430982141	-1662.035870221323	28.973524156103444	-1605.3419068260375	28.973524156103444	-1605.3419068260375	6	0.0011200327776744836	4.044915977112019e-5	1.5829817095923632e-4	4.923731124312831e-4	2.3098786577373722e-4	1.9005292546957106e-4	6.093765073412993e-6	4.218639135022407e-13	1.7777777742587207e-6	9.827175534882975e-35	3.4216119142307533e-60	./180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310	1:1	NA	NA	NA	NA	NA	NA	NA
2	0.4878702064721632	0.24223883219253212	3245	507	2598	140	0.1534452213354285	0.787665473931786	0.05888930473278556	FALSE	TRUE	FALSE	0.05309734413274336	1.1069847451100456	TRUE	0.0023564514158524803	0.0024717577846046805	-3338.873705001839	-6604.983574341434	-6659.747410003678	362.5509457580466	-6242.432628583388	56.14516296188496	-6548.838411379549	9	9.885181167738192e-4	1.1647352262068645e-4	2.624506663359173e-4	4.277435037963764e-4	7.462553079413447e-5	2.1271750304900916e-5	8.519266705786578e-5	5.220408214813516e-7	2.1707229884577677e-7	1.3165872872263075e-8	8.19687073853009e-9	./180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310	2:1	0.5494049632996337	Inf	NA	NA	NA	NA	NA
2	0.6594802911417723	0.3226903780033464	3230	879	1843	508	0.26621886403159817	0.542576357558383	0.19120477841001887	TRUE	FALSE	FALSE	0.061946901654867256	1.086852130169773	TRUE	0.0033505576859034075	0.00346024205664349	-1620.1534061900586	-3167.584675634167	-3222.306812380117	563.9769695751756	-2603.6077060589914	22.906956229646784	-3144.6777194045203	9	0.0011961109374517317	6.369713590806671e-4	1.9723777746282373e-4	1.2724721838650876e-4	9.799102907533764e-5	2.0567700966454492e-5	1.880130378798975e-5	6.505767429941058e-5	2.2473100307035827e-5	9.384237515900213e-6	3.7953656960372884e-7	./180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310	2:0	0.7751925242294372	Inf	NA	NA	NA	NA	NA
2	0.385471423558786	0.19984985936784228	474	135	323	16	0.2837885516528095	0.6575089315826235	0.05870251676456708	TRUE	TRUE	FALSE	0.08403361244537816	1.7877375332824286	TRUE	0.0020912638125564088	0.0011601371175177057	-569.0606067678259	-1082.6703476403961	-1120.1212135356518	68.97235651335467	-1013.6979911270414	13.569071123501459	-1069.1012765168946	9	0.0020378078741600876	1.9228510386073604e-5	8.029599398094141e-4	7.199198152019293e-4	2.0968780339714253e-4	2.757636490400079e-4	5.872293414860126e-6	1.6114138615397003e-8	4.35345238510623e-6	4.1052651897867e-9	2.1911217486886585e-9	./180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310	2:2	0.1907107845933371	Inf	NA	NA	NA	NA	NA
2	0.7768266151264261	0.17551003145597832	10568	7205	3363	0	0.6820241872522984	0.31797581274770165	0	TRUE	FALSE	FALSE	NA	NA	FALSE	0.012855516298083642	0.003975694688264453	-4160.7305900029805	-8265.867664928748	-8309.461180005961	87.96675153916908	-8177.900913389579	87.96675153916892	-8177.900913389579	6	5.562767547550035e-4	2.9831443061607293e-5	2.2981392505248283e-5	3.472601275245246e-5	2.800220767212055e-6	3.1253091177066736e-6	2.0834126114910996e-5	5.716412698440995e-5	1.672195328225618e-4	1.5647673562064321e-4	6.11178550082508e-5	./180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308	1:0	NA	NA	NA	NA	NA	NA	NA
1	0.4417725561823607	NA	32876	30555	NA	2321	0.9187181182314179	NA	0.08128188176858209	TRUE	NA	TRUE	0.050314464408805035	0.8615323217925274	TRUE	0.00487673859431603	NA	-32080.963263519407	-64099.5235379152	-64149.92652703881	2064.447441069449	-62035.076096845754	-0	-64099.5235379152	6	7.787467753130403e-4	1.2002194393777828e-4	4.779376804597213e-5	1.4084140112635626e-5	2.137842216745977e-4	1.9575834468170598e-4	1.8560103379688505e-4	1.5453608189694273e-6	5.8460499451724853e-8	5.55745586140168e-8	4.3927186430420546e-8	./180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308	1:1	Inf	Inf	NA	NA	NA	NA	NA
2	0.5496565856740502	0.30802858485610546	693	60	605	28	0.08671636555332174	0.8634866494817807	0.04979698496489766	TRUE	FALSE	FALSE	0.0738255023557047	1.6377032477836677	TRUE	0.007167861200224376	0.0018612702898056378	-869.5201090301495	-1680.1709480675897	-1721.040218060299	60.32391436050006	-1619.8470337070896	25.42539835540834	-1654.7455497121814	9	0.0019963260014374123	4.136965986673903e-5	3.835402759662287e-5	9.323187615975085e-4	7.488565643317633e-4	1.0308235542814688e-4	6.468392651652327e-5	6.608243346449625e-5	1.5691605386913118e-6	7.324894743146551e-9	1.787202177873302e-9	./180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308	2:1	0.1895933028370173	Inf	NA	NA	NA	NA	NA
3	0.755824922697139	0.40269554897584064	1354	631	272	0	0.46326389852062744	0.2102746687924981	0	TRUE	TRUE	FALSE	NA	NA	FALSE	0.0027249299687196775	0.01244506447895001	-708.0625209280349	-1351.2276757748198	-1398.1250418560699	83.86778899162529	-1267.3598867831945	83.86778899162529	-1267.3598867831945	9	0.0012226417862532118	5.023241603376092e-4	1.891857766751185e-4	3.286881799079835e-5	4.63123250924398e-5	2.2011065577796594e-5	4.817761015541977e-5	2.7027282316922695e-5	2.3732269714910634e-4	1.136869504200921e-4	3.725100537908397e-6	./180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315	1:0	NA	NA	0.12239543071406055	451	0.3264614326868745	FALSE	0.001123827813309022
2	0.4293963890905463	0.2604049873223875	12463	7958	3602	903	0.6048790399171399	0.3089237291635395	0.0861972309193206	TRUE	TRUE	FALSE	0.051094889510948906	1.2797628076198924	TRUE	0.0019226362567946597	0.005621488255613967	-11300.53035908305	-22516.186042361664	-22583.0607181661	3278.4918339543333	-19237.69420840733	2008.2546777434236	-20507.93136461824	9	5.75705306953905e-4	2.7358509267847646e-4	2.2787441164325517e-5	3.6225979437811386e-5	4.485305176298002e-5	1.54439757347689e-4	4.358914007124094e-5	3.0876315690499044e-8	2.0443285810474762e-8	1.6029295760014473e-7	1.3231932280652201e-8	./180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315	1:1	0.23373135196871214	Inf	NA	NA	NA	NA	NA
2	0.5997976300062682	0.2444739675883747	1023	251	742	30	0.24471432490826137	0.7137869517500514	0.041498723341687284	TRUE	FALSE	FALSE	0.05314009561835749	1.8296710835340961	TRUE	0.001642993302962331	0.005321301535146488	-748.2129728894962	-1434.0514928854277	-1478.4259457789924	77.09580859154497	-1356.9556842938828	5.1496125799760355	-1428.9018803054516	9	0.004091062852002032	3.89790570467826e-5	1.6767482141641848e-4	0.002683430993860259	9.392114852624858e-4	5.0417353956730356e-5	1.2469136562587584e-4	8.39968888599985e-5	2.6603795189899693e-6	3.313478437914633e-10	1.7510664791982586e-10	./180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315	2:1	0.11718968909340072	Inf	NA	NA	NA	NA	NA
2	0.8594174611254242	0.2950805236953494	1221	493	646	82	0.40169785138383396	0.5107584762959679	0.08754367232019804	TRUE	FALSE	FALSE	0.05303030203030303	1.2289730821785967	TRUE	0.0014494312525918844	0.013091860300379574	-597.5588678755761	-1131.1509064841557	-1177.1177357511522	186.24824619043298	-944.9026602937228	5.340706013027427	-1125.8102004711284	9	0.00138957142673861	2.6687696902845013e-4	1.1841964422827671e-4	2.2224888692481368e-4	1.4686434960505662e-4	2.052909327584926e-4	2.1896526185187766e-5	5.146719005957527e-6	1.4811615392444329e-5	3.491090349687648e-4	3.890674864116567e-5	./180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315	2:0	0.2846308968501777	Inf	NA	NA	NA	NA	NA
