tail,K_beta,N,N_Tail,N_C1,N_C2,pi_Tail,pi_C1,pi_C2,Mean_Tail,Mean_C1,Mean_C2,Variance_Tail,Variance_C1,Variance_C2,Scale_Tail,Shape_Tail,id,karyotype,NLL,BIC,AIC,entropy,ICL,reduced.entropy,reICL,size,PF,ratioM,ratioV,ratioN,minpi,QC,prob
FALSE,2,786,0,348,438,0,0.5555717426,0.4444282574,NA,0.4386157852,0.1803464136,NA,0.0064238539,0.0020555384,NA,NA,715,2:0,-617.5690938774,-1181.8025334153,-1219.1381877548,41.9951274996,-1139.8074059157,41.9951274996,-1139.8074059285,8,NA,0.43207378757655546,3.1251441957980446,1.2578796561604584,0.4444282574,PASS,0.6652970543656701
TRUE,2,3780,39,1644,2097,0.0220070318,0.5215655541,0.4564274142,0.1135316521,0.2916888714,0.1369935278,Inf,0.0051180027,8.688609e-4,0.050420199,1.7989072747,715,2:1,-4245.4785398439,-8392.1073282245,-8466.9570796879,750.8510187904,-7641.2563094341,531.5229254414,-7860.5844025343,12,NA,0.12921643879295752,5.89047418292157,1.2753799392097265,0.4564274142,PASS,0.6788019995176569
TRUE,2,2138,13,945,1180,0.0193292055,0.4663243112,0.5143464833,0.1263093557,0.2654686047,0.120066518,Inf,0.0057081451,7.088246e-4,0.050314499,1.6620776876,715,2:2,-2538.9016373571,-4985.7917616151,-5053.8032747142,505.8583067286,-4479.9334548865,371.1363976699,-4614.6553640792,12,NA,0.21101277127067197,8.052972625385744,1.248414376321353,0.4663243112,FAIL,0.3714678071061
TRUE,2,891,131,346,414,0.1761950198,0.4420753768,0.3817296034,0.1484021242,0.5203457421,0.230842824,Inf,0.0022734049,0.0030872463,0.053097299,1.5571312775,716,2:0,-638.3714450906,-1195.2347570517,-1252.7428901813,155.3043091801,-1039.9304478716,9.5846230031,-1185.6501340408,12,NA,0.25411270354238935,1.357983481077216,1.1959654178674353,0.3817296034,PASS,0.9672442714465894
TRUE,2,7365,1053,1910,4402,0.176828876,0.5716734789,0.2514976451,0.1341991202,0.4025473239,0.1940156021,Inf,0.0019983614,0.0019162867,0.050314499,1.5998059989,716,2:1,-7105.7112754106,-14104.5686188744,-14187.4225508211,1549.2635056766,-12555.3051131978,182.2570286396,-13922.3115901663,12,NA,0.0748193420677481,1.0428300733914189,2.304029304029304,0.2514976451,PASS,0.9889899647149188
TRUE,2,1993,308,1004,681,0.208116224,0.3056388375,0.4862449385,0.2069325241,0.3310362466,0.1550360784,Inf,0.0018424543,0.001546963,0.050359699,1.3216375446,716,2:2,-1939.0248425235,-3786.8809292044,-3854.049685047,592.661005892,-3194.2199233124,86.9054282291,-3699.975500919,12,NA,0.13522071776036348,1.191013812224339,1.4736070381231672,0.3056388375,PASS,0.9796123883945363
TRUE,2,73,57,2,14,0.8020236565,0.0264995261,0.1714768174,0.2024699582,0.414304408,0.354751557,Inf,2.61120833552632e-7,7.698949e-4,0.056074799,1.3830372487,717,2:0,-90.39401089,-129.3025084862,-156.78802178,6.5834895712,-122.719018915,0.1963870448,-129.1061214413,12,NA,0.8321280066996295,2948.423875358144,5,0.0264995261,FAIL,2.2204460492503126e-16
TRUE,2,1649,146,176,1327,0.105882058,0.0935797318,0.8005382102,0.0831887418,0.3268995911,0.1866264609,0.0050604991,8.681784e-4,0.0050316629,0.050420199,2.5386768757,717,2:1,-1880.8376171741,-3672.7801424775,-3737.6752343482,483.16910359,-3189.6110388874,211.6888226361,-3461.0913251996,12,NA,0.24837491144858337,5.795655478182825,7.502824858757062,0.0935797318,FAIL,0.22492548583518157
FALSE,2,531,0,220,311,0,0.5888559816,0.4111440184,NA,0.4528345925,0.2113093617,NA,0.0032517675,0.0029825229,NA,NA,718,2:0,-440.9086375686,-831.6191789673,-865.8172751372,23.6237768539,-807.9954021134,23.6237768539,-807.9954021061,8,NA,0.14299351839838526,1.0902741098819393,1.411764705882353,0.4111440184,PASS,0.9512051521408148
TRUE,2,4883,57,1226,3600,0.0229317381,0.2490325507,0.7280357111,0.1850331693,0.3613007957,0.1731271237,Inf,0.0025941228,0.0015932636,0.050420199,1.3745567674,718,2:1,-5768.2218200286,-11434.5214592884,-11512.4436400571,511.7391141846,-10922.7823451038,223.9868487434,-11210.5346103873,12,NA,0.08691040420721796,1.6281818024336967,2.93480032599837,0.2490325507,PASS,0.9512055945436816
FALSE,2,570,0,255,315,0,0.5578243609,0.4421756391,NA,0.3009332629,0.147451775,NA,0.0020262536,0.0013519372,NA,NA,718,2:2,-679.2618907569,-1307.7586906272,-1342.5237815138,44.7533361526,-1263.0053544745,44.7533361526,-1263.0053544642,8,NA,0.040892779351079156,1.4987779018137826,1.234375,0.4421756391,PASS,0.9639211989418895
FALSE,2,493,0,299,194,0,0.4896225949,0.5103774051,NA,0.354422623,0.2152471131,NA,0.002230069,0.0115943628,NA,NA,719,2:0,-456.4472224328,-863.2903714733,-896.8944448656,166.8539175099,-696.4364539634,166.8539175099,-696.4364539329,8,NA,0.3534152077786914,5.199104960429476,1.5384615384615385,0.4896225949,FAIL,0.44133412566506103
FALSE,2,3574,0,1375,2199,0,0.6253969592,0.3746030408,NA,0.2895330785,0.1459994205,NA,0.0019138713,0.0018406027,NA,NA,719,2:1,-4311.2129500395,-8556.9743745133,-8606.425900079,469.5699294271,-8087.4044450861,469.5699294271,-8087.4044450062,8,NA,0.016888851281433803,1.039806852396772,1.5988372093023255,0.3746030408,PASS,0.9268317993285718
TRUE,2,1920,42,1474,404,0.042402193,0.2014731012,0.7561247058,0.1357038723,0.2421842103,0.1169112732,Inf,0.0015882185,9.020848e-4,0.050359699,1.5900777649,719,2:2,-2639.0148226611,-5187.3086797419,-5254.0296453222,334.2099186975,-4853.0987610444,145.5810978971,-5041.727581693,12,NA,0.07152145102120055,1.7606088695874267,3.6419753086419755,0.2014731012,PASS,0.9403729592608949
FALSE,2,953,0,474,479,0,0.5059984446,0.4940015554,NA,0.339611277,0.1442545955,NA,0.0031074119,0.002466156,NA,NA,720,2:0,-904.7482981826,-1754.619677136,-1793.4965963652,89.3185819386,-1665.3010951974,89.3185819386,-1665.3010951596,8,NA,0.3542492758922191,1.2600224397807762,1.0105263157894737,0.4940015554,PASS,0.897157677844203
TRUE,2,5494,95,1857,3542,0.0423458044,0.3325789008,0.6250752948,0.0916512228,0.2745138524,0.1355759544,0.0169554754,0.0023244562,0.0017839497,0.050420199,2.2228704104,720,2:1,-6688.3436462731,-13273.3503501464,-13352.6872925463,1451.718794801,-11821.6315553454,832.8829865391,-12440.4673635313,12,NA,0.024797491670838223,1.3029830381428356,1.9068891280947255,0.3325789008,PASS,0.9518679857629937
TRUE,2,3998,160,2299,1539,0.0729904912,0.5684969955,0.3585125133,0.0885720991,0.2424475404,0.1107015794,0.0105086018,0.0020286676,9.595978e-4,0.050420199,2.3215645579,720,2:2,-5048.9095374384,-9998.2964806961,-10073.8190748768,1041.6444308297,-8956.6520498665,409.1536210893,-9589.1428595162,12,NA,0.19010010258263765,2.114081128572825,1.4935064935064934,0.3585125133,PASS,0.9423665989404597
TRUE,2,53,11,3,39,0.2556082589,0.0401362996,0.7042554415,0.099156739,0.4564704128,0.2296872081,0.0410221443,7.639531e-4,0.007999767,0.052238799,2.1134077706,721,2:0,-51.338822912,-55.0341428613,-78.6776458239,16.4774547579,-38.5566881034,2.3362308024,-52.697912059,12,NA,0.01264329617666693,10.471542035761095,10,0.0401362996,FAIL,0.040810675415725216
TRUE,2,268,37,3,228,0.1686446203,0.8201088814,0.0112464982,0.1396502838,0.595007442,0.2483934067,Inf,0.0015022449,0.0054303577,0.051724099,1.5882672965,721,2:1,-264.0522288667,-461.0126139674,-504.1044577335,54.9369753498,-406.0756386176,0.8468521468,-460.1657618207,12,NA,0.39542365437512217,3.6148285143121472,57.25,0.0112464982,FAIL,2.434554498423771e-4
TRUE,2,590,92,75,423,0.1692226422,0.7059731756,0.1248041822,0.154480108,0.6648352373,0.3224362575,Inf,0.0015396467,0.0017082112,0.050420199,1.4845304928,722,2:0,-607.5393118713,-1138.5171532999,-1191.0786237427,40.9856609505,-1097.5314923494,0.0063092615,-1138.5108440384,12,NA,0.06191215111718673,1.1094825845435838,5.578947368421052,0.1248041822,PASS,0.9399578289859142
TRUE,2,778,124,164,490,0.1836177833,0.2070831653,0.6092990514,0.1611183735,0.4854865752,0.2350062222,Inf,0.0013714486,9.889074e-4,0.050279299,1.4536243126,722,2:1,-867.4272289425,-1654.9737395949,-1710.854457885,89.6346213462,-1565.3391182487,0.0596473493,-1654.9140922456,12,NA,0.06584562168243746,1.3868321745797432,2.9757575757575756,0.2070831653,PASS,0.9644279782660259
TRUE,2,5941,132,984,4825,0.0351621138,0.1639291403,0.8009087459,0.1568635487,0.4125313414,0.1906124342,Inf,0.0038948086,0.0024646313,0.050251299,1.4713463896,723,2:0,-6491.342840652,-12878.4100883236,-12958.6856813039,757.0629050535,-12121.3471832701,286.2777133293,-12592.1323750738,12,NA,0.16424150466045484,1.5802804257172258,4.899492385786802,0.1639291403,PASS,0.8922572125458598
TRUE,2,47650,792,5984,40874,0.0356060765,0.1300176565,0.834376267,0.2932185861,0.3306303423,0.1581586225,Inf,0.0039182687,0.0015515012,0.050209199,1.2066142366,723,2:1,-65655.4432283666,-131181.626801824,-131286.886456733,7871.7715429586,-123309.855258866,3256.1118243653,-127925.514984782,12,NA,0.09049836849710768,2.5254693325406388,6.829573934837093,0.1300176565,FAIL,0.3794572823911451
TRUE,2,9000,125,1704,7171,0.0311966676,0.7808580938,0.1879452386,0.1237803418,0.2824045741,0.1341441248,Inf,0.001724689,0.0010874743,0.050359699,1.6859065394,723,2:2,-13359.1414481198,-26609.0231379637,-26694.2828962395,1272.5090806747,-25336.514057289,459.6292482447,-26149.3938897,12,NA,0.10523252152150953,1.5859583992007902,4.2064516129032254,0.1879452386,PASS,0.9261913487684096
TRUE,2,1185,38,485,662,0.037304508,0.4968767507,0.4658187413,0.0783765411,0.2400484175,0.1181795367,0.0021451338,0.0101917407,5.532915e-4,0.051948099,2.9656133669,724,2:0,-1440.5890319651,-2796.2480872874,-2857.1780639303,462.9503124423,-2333.2977748451,366.9956171735,-2429.2520979016,12,NA,0.031218129661190197,18.42020110556551,1.3641975308641976,0.4658187413,FAIL,0.004190425794235608
FALSE,2,513,0,166,347,0,0.6218884609,0.3781115391,NA,0.2134876707,0.1047082903,NA,0.0049706665,5.110613e-4,NA,NA,724,2:1,-790.9210505847,-1531.919894408,-1565.8421011694,126.3194931837,-1405.6004012243,126.3194931837,-1405.6004012886,8,NA,0.03888030344432014,9.726164943422638,2.0838323353293413,0.3781115391,FAIL,0.1514983308540436
TRUE,2,834,27,620,187,0.0485325765,0.2155101237,0.7359572998,0.0875629556,0.2762505286,0.1232418455,0.0089424511,0.0021301802,0.0012282547,0.050504999,2.3628651898,725,2:0,-1012.7066199691,-1944.6984391099,-2001.4132399382,129.7443734613,-1814.9540656486,53.562313602,-1891.1361254822,12,NA,0.2415319040317354,1.7343147150179843,3.3031914893617023,0.2155101237,PASS,0.9004775944700255
TRUE,2,5663,98,2573,2992,0.0404725981,0.5079991257,0.4515282763,0.0938748704,0.2304454754,0.1213173292,0.0254488563,0.0020255647,0.0011038124,0.050420199,2.1602941047,725,2:1,-7618.4451983399,-15133.1898878863,-15212.8903966797,1710.76876557,-13422.4211223163,1100.5771486062,-14032.6125345175,12,NA,0.10047355213289699,1.8350624617009195,1.1627816627816627,0.4515282763,PASS,0.9132336930986505
TRUE,2,1823,231,0,1592,0.1515116287,0.0238702776,0.8246180937,0.1350366214,0.2455002944,0.1953327682,Inf,4.93151116282454e-5,0.0017646731,0.050359699,1.5947275545,725,2:2,-2727.0839912088,-5364.0691171215,-5430.1679824176,415.9724383343,-4948.0966787872,113.6777187733,-5250.3914132095,12,NA,0.7431689180351255,35.78361767286921,1593,0.0238702776,FAIL,2.2204460492503126e-16
TRUE,2,833,32,374,427,0.0449240392,0.4449224727,0.5101534882,0.0642002697,0.3197697174,0.1551735257,2.888641e-4,0.0022724488,0.0019179823,0.051118199,4.907500605,726,2:0,-874.7743356258,-1668.8482675456,-1725.5486712516,114.6800769808,-1554.1681905649,78.5356309033,-1590.3121672203,12,NA,0.06072341243452195,1.1848121851802282,1.1413333333333333,0.4449224727,PASS,0.9868734893963472
TRUE,2,1413,54,304,1055,0.0596353741,0.2116768537,0.7286877722,0.0891198712,0.2700820132,0.1324674889,0.0115426539,0.0011946896,0.001021033,0.050359699,2.2992640666,726,2:1,-2090.9126207989,-4094.7835970055,-4157.8252415977,238.3772151784,-3856.4063818271,65.3448427775,-4029.438754244,12,NA,0.038855083935994905,1.1700793216281944,3.462295081967213,0.2116768537,PASS,0.9685664202550311
TRUE,2,530,13,163,354,0.0272811607,0.3059364162,0.6667824231,0.05551158,0.2358118717,0.1103882139,3.37364717749574e-5,0.0010149823,6.364667e-4,0.050279299,10.6094416546,726,2:2,-842.5482680699,-1609.8220120613,-1661.0965361399,35.7475266794,-1574.0744853819,21.3224324287,-1588.4996801182,12,NA,0.1362051560470081,1.594713910405682,2.1646341463414633,0.3059364162,PASS,0.9618616441172478
TRUE,2,2249,334,272,1643,0.1940232415,0.114213398,0.6917633605,0.1767037772,0.6309337194,0.2324291234,Inf,0.0022194664,0.0104670005,0.050251299,1.3973927576,727,2:0,-1459.4988174005,-2826.3787433776,-2894.9976348011,786.6411348811,-2039.7376084965,43.6459749551,-2782.7327684307,12,NA,0.7145209265113976,4.715998629220069,6.021978021978022,0.114213398,FAIL,0.16153930791063129
TRUE,2,2386,662,207,1517,0.3532655032,0.0759397577,0.5707947391,0.3156205184,0.472055705,0.2217910893,Inf,0.0014216389,0.0038788295,0.050359699,1.1898497453,727,2:1,-2038.250446569,-3983.1724099061,-4052.500893138,830.1671239143,-3153.0052859918,41.5492446302,-3941.6231652867,12,NA,0.1283799384811446,2.7284210498179253,7.298076923076923,0.0759397577,PASS,0.8500622688111824
TRUE,2,1561,399,147,1015,0.2895413969,0.0796523877,0.6308062154,0.1154620961,0.4492367206,0.2248665922,Inf,0.0011345751,0.0075148398,0.050359699,1.7735460016,727,2:2,-1443.204243614,-2798.1715041818,-2862.408487228,584.4248987153,-2213.7466054665,99.047422402,-2699.1240817905,12,NA,0.0022078148432047584,6.623483804641932,6.864864864864865,0.0796523877,FAIL,0.4618585516323615
TRUE,2,847,79,408,360,0.1129918952,0.4778836603,0.4091244445,0.2890219642,0.597584777,0.2879999903,Inf,0.0038182979,0.0027544387,0.054347799,1.2315883342,728,2:0,-485.1819202852,-889.4634322346,-946.3638405704,94.8633179777,-794.6001142569,10.1037670288,-879.3596652016,12,NA,0.07494721224648604,1.3862344803679967,1.1329639889196677,0.4091244445,PASS,0.9852607193628281
TRUE,2,4342,296,892,3154,0.0846152536,0.7131297483,0.2022549981,0.1588516064,0.4474905732,0.2216559879,Inf,0.0021408753,0.0014503349,0.050724599,1.4691205299,728,2:1,-4865.3112073018,-9630.1093303983,-9706.6224146035,419.6503632306,-9210.4589671677,39.4422507835,-9590.6670796008,12,NA,0.018851723518000352,1.476124790212247,3.5330347144456886,0.2022549981,PASS,0.9718311877821756
TRUE,2,1688,104,599,985,0.0778577563,0.5698847796,0.3522574641,0.1148845837,0.3587137542,0.1792322042,Inf,0.0016118594,9.371811e-4,0.050314499,1.7792230598,728,2:2,-1991.0901378151,-3893.0046795283,-3958.1802756302,162.3087522201,-3730.6959273083,21.6245455395,-3871.3801339787,12,NA,0.0013911886042632382,1.7199017351075474,1.6433333333333333,0.3522574641,PASS,0.9836877843571109
TRUE,2,1501,108,219,1174,0.0806800867,0.1452995227,0.7740203906,0.1145916896,0.5628752672,0.2679737281,Inf,0.002807495,0.0021247706,0.050420199,1.7857102666,729,2:0,-1567.864325669,-3047.9620093584,-3111.728651338,86.3821145674,-2961.5798947911,6.1539506685,-3041.8080586922,12,NA,0.10048675738075108,1.321316757677276,5.340909090909091,0.1452995227,PASS,0.930509009816655
TRUE,2,4446,222,856,3368,0.0649019551,0.199206655,0.7358913899,0.1290235744,0.5227060505,0.2033502376,Inf,0.0170752245,0.0015034994999999999,0.050314499,1.6392464751,729,2:1,-4449.6005984496,-8798.404075765,-8875.2011968993,584.8730223956,-8213.5310533693,221.8536056953,-8576.5504701122,12,NA,0.5704717961932686,11.356987148981426,3.931155192532089,0.199206655,FAIL,0.008694182632943585
TRUE,2,1330,143,434,753,0.1449060622,0.3118348041,0.5432591337,0.1185414288,0.3313483062,0.1532370058,Inf,0.0020411577,0.0021685822,0.050209199,1.7347806322,730,2:0,-1395.2515483023,-2704.18788595,-2766.5030966046,412.8223028549,-2291.3655830951,89.6616853502,-2614.5262005738,12,NA,0.16232563714058168,1.062427562554329,1.7333333333333334,0.3118348041,PASS,0.9743237514143718
TRUE,2,5175,371,1756,3048,0.101834242,0.332241435,0.5659243229,0.0979111533,0.2796913382,0.1347511532,0.0788360441,0.0015781963,0.0011441723,0.050359699,2.0590569679,730,2:1,-6566.4326756437,-13030.2462158698,-13108.8653512874,1250.5121357439,-11779.7340801259,324.5278697395,-12705.718346057,12,NA,0.07561368907082544,1.3793344761099353,1.7353443369379624,0.332241435,PASS,0.9820155292722883
TRUE,2,465,82,158,225,0.214929082,0.3283069252,0.4567639928,0.1304202191,0.4057311711,0.1933649873,Inf,0.0026626137,0.0018983152,0.050314499,1.6281012013,731,2:0,-403.9206853378,-734.1369218086,-783.8413706756,107.9479930513,-626.1889287572,14.7997370807,-719.3371847212,12,NA,0.09826596203024174,1.4026193858638438,1.421383647798742,0.3283069252,PASS,0.9775023443911068
TRUE,2,128,28,32,68,0.2352540887,0.5139349154,0.2508109959,0.0697827057,0.3433451577,0.156414036,8.665531e-4,0.0016581405,0.0016286613,0.050251299,3.5728458614,731,2:1,-154.6348606909,-251.0453582148,-285.2697213818,20.2250799184,-230.8202782964,3.0672438972,-247.9781143182,12,NA,0.19510452182181393,1.0181002643090984,2.090909090909091,0.2508109959,PASS,0.958810249380988
TRUE,2,1934,189,950,795,0.1285658929,0.4773410035,0.3940931036,0.0998182367,0.283632483,0.140495857,0.3308716579,0.0019484175,0.0016542291,0.050279299,2.0149450377,732,2:0,-2185.577152695,-4280.3461572779,-4347.1543053901,591.0615764342,-3689.2845808437,215.9194267061,-4064.42673048,12,NA,0.01879606314654536,1.1778401794527735,1.1947236180904524,0.3940931036,PASS,0.9874652250007165
TRUE,2,13068,98,4967,8003,0.0228654512,0.3775034472,0.5996311016,0.1345353457,0.2613677069,0.123935428,Inf,0.0016632523,8.903699e-4,0.050359699,1.598269226,732,2:1,-17796.8013444442,-35479.8676276157,-35569.6026888884,1861.2612774079,-33618.6063502078,892.6835050094,-34587.1841224211,12,NA,0.1089022817591756,1.868046415315702,1.6111111111111112,0.3775034472,PASS,0.9371321160963393
TRUE,2,270,100,2,168,0.3985598965,0.0067293114,0.5947107921,0.0961631741,0.357102548,0.1740690599,0.0267572834,8.50560942332873e-6,0.0022789027,0.051643199,2.1600006268,733,2:0,-407.2650551479,-747.3490467879,-790.5301102958,84.9498672415,-662.3991795464,0.2914349011,-747.057611887,12,NA,0.051499262448766014,267.9293847833581,56.333333333333336,0.0067293114,FAIL,2.2204460492503126e-16
FALSE,2,13,0,2,11,0,0.8462359377,0.1537640623,NA,0.397115697,0.1527758148,NA,8.32034021117518e-6,0.002913739,NA,NA,733,2:1,-19.9827530099,-19.4459111602,-23.9655060199,0.0091003503,-19.4368108099,0.0091003503,-19.4368108099,8,NA,0.5993361417830907,350.19469469367505,4,0.1537640623,FAIL,2.2204460492503126e-16
TRUE,2,6899,698,436,5765,0.1385315762,0.0600238899,0.801444534,0.1113154476,0.3867890987,0.1781054383,Inf,0.0023908379,0.0038152715,0.050359699,1.8261681661,734,2:0,-8044.2380873091,-15982.4065935876,-16064.4761746181,2007.0678875422,-13975.3387060454,330.9353855581,-15651.4712079636,12,NA,0.1716860663653299,1.5957884472217878,13.194508009153319,0.0600238899,PASS,0.8107302549879085
TRUE,2,4488,212,985,3291,0.085200420599999993,0.2138423884,0.7009571909,0.1118877572,0.3106209543,0.1443504639,Inf,0.0015210084,0.0021363201,0.050359699,1.8184834768,734,2:1,-5489.2905946935,-10877.6712400205,-10954.581189387,1183.0722285414,-9694.5990114791,324.1525176862,-10553.5187222982,12,NA,0.15185283031154828,1.4045419473028553,3.338742393509128,0.2138423884,PASS,0.9501174889195586
TRUE,2,823,128,331,364,0.1843337242,0.4186850852,0.3969811906,1.1718514181,0.682222896,0.3295276823,Inf,0.0026243365,0.0035491625,0.054545499,1.0488187685,735,2:0,-407.4584034291,-734.3613324501,-790.9168068582,124.062803235,-610.2985292151,4.6292573883,-729.7320750613,12,NA,0.07030526612604371,1.3524037409074636,1.0993975903614457,0.3969811906,PASS,0.9858932699923953
TRUE,2,2996,379,761,1856,0.1564888278,0.2468124702,0.596698702,0.3241412373,0.5060969266,0.2399980142,Inf,0.0026591806,0.0020624862,0.050420199,1.1842028633,735,2:1,-2417.562896785,-4739.0653934344,-4811.1257935701,504.985472921,-4234.0799205134,25.5554218057,-4713.5099716172,12,NA,0.10875464235403687,1.2893083114931871,2.437007874015748,0.2468124702,PASS,0.9754665540333873
TRUE,2,1471,147,668,656,0.1264264823,0.4276588444,0.4459146733,0.1685732526,0.3950383828,0.1898481904,Inf,0.0019900891,0.0014088236,0.050724599,1.4304215403,735,2:2,-1378.2208634809,-2668.9173543146,-2732.4417269618,239.8959881239,-2429.0213661907,27.9967925699,-2640.9205617283,12,NA,0.08081194752330889,1.4125892695153601,1.0182648401826484,0.4276588444,PASS,0.9869030488845906
TRUE,2,1012,0,555,457,0.0121389503,0.5684694345,0.4193916152,0.1796405764,0.2525484986,0.1100631452,Inf,0.0049728504,9.01789e-4,0.051801799,1.4052119402,736,2:0,-1128.8103589828,-2174.5845117674,-2233.6207179656,241.4540644493,-1933.1304473182,188.0701926534,-1986.5143777596,12,NA,0.2945782454343311,5.5144278761439764,1.2139737991266375,0.4193916152,PASS,0.6515749720279707
TRUE,2,1920,21,0,1899,0.0503790612,0.1484717674,0.8011491714,0.1071137477,0.2245950274,0.1583987171,Inf,9.232608e-4,0.0042349903,0.050420199,1.8893463216,736,2:1,-2570.1691559841,-5049.617346388,-5116.3383119682,825.7120805174,-4223.9052658705,545.506365964,-4504.1109806314,12,NA,0.5820906159346666,4.586992429441389,1900,0.1484717674,FAIL,2.2204460492503126e-16
TRUE,2,2166,318,15,1833,0.1999760209,0.7928724624,0.0071515167,0.1085423893,0.2916053685,0.1671472879,Inf,8.52608539324959e-6,0.0035951624,0.050724599,1.8773181871,736,2:2,-2976.2481883974,-5860.328727664,-5928.4963767948,733.6726007681,-5126.656126896,24.9893742472,-5835.3393534142,12,NA,0.2553987434456002,421.6662435549168,114.625,0.0071515167,FAIL,2.2204460492503126e-16
TRUE,2,2320,89,938,1293,0.0497283496,0.4020235259,0.5482481245,0.2046620462,0.4708550596,0.2293682032,Inf,0.0022298079,0.0016080003,0.051724099,1.3382031729,737,2:0,-2193.4427426291,-4293.8936156823,-4362.8854852582,167.1277972131,-4126.7658184692,22.8031631034,-4271.0904525696,12,NA,0.05283493104505421,1.3866961965119038,1.3780617678381257,0.4020235259,PASS,0.9861666624173372
TRUE,2,4721,96,867,3758,0.0286648389,0.7888103422,0.1825248189,0.1411047225,0.3749289821,0.1857381071,Inf,0.0015335933,0.0011260263,0.050420199,1.5559956326,737,2:1,-6625.6776038041,-13149.8378965616,-13227.3552076081,285.510112216,-12864.3277843456,53.0747173432,-13096.7631791999,12,NA,0.018589442704619596,1.3619515814151057,4.330645161290323,0.1825248189,PASS,0.9629440552138
TRUE,2,102,1,85,16,0.0098039215,0.8210129056,0.1691831729,0.0584416,0.3006983872,0.1592764919,1.00000006472825e-18,0.0019143878,0.0017533901,0.058441599,58441599.108589,737,2:2,-150.2556449088,-245.0116160581,-276.5112898175,8.549829925,-236.4617861331,8.5498297618,-236.4617860798,12,NA,0.11209812814818809,1.0918208104403007,5.0588235294117645,0.1691831729,PASS,0.9380102536182787
FALSE,2,167,0,122,45,0,0.3531423115,0.6468576885,NA,0.432113828,0.231057926,NA,0.0031937974,0.0201714871,NA,NA,738,2:0,-131.5077275312,-222.0715045631,-247.0154550625,44.1314090415,-177.9400955216,44.1314090415,-177.9400955022,8,NA,0.12984633126153833,6.315831774426267,2.6739130434782608,0.3531423115,FAIL,0.43362320159157697
TRUE,2,1791,45,634,1112,0.0335464765,0.4291414368,0.5373120866,0.1572342097,0.3446386209,0.1698380083,Inf,0.0180746459,7.896624e-4,0.050691199,1.4757815519,738,2:1,-1772.4441126908,-3455.0018725569,-3520.8882253816,591.5722996691,-2863.4295728878,463.1262841405,-2991.875592571,12,NA,0.029219633164998537,22.889080067633962,1.752755905511811,0.4291414368,FAIL,2.603828826910548e-4
TRUE,2,1136,20,286,830,0.0287594612,0.7205280873,0.2507124515,0.1211306335,0.2918092566,0.1451324225,Inf,0.0014385261,8.137349e-4,0.051136399,1.7305801596,738,2:2,-1677.4790168933,-3270.5348105953,-3330.9580337866,111.3036088923,-3159.231201703,36.4659722769,-3234.0688383057,12,NA,0.010641396136001458,1.7678068127592905,2.8954703832752613,0.2507124515,PASS,0.9680127654548392
TRUE,2,690,44,340,306,0.0810519437,0.4879776411,0.4309704153,0.1495548948,0.5087802356,0.2490570954,Inf,0.0033520309,0.0021988768,0.050420199,1.5086029527,739,2:0,-497.589565258,-916.7388313449,-971.179130516,64.0273536499,-852.711477695,13.3905652683,-903.348266071,12,NA,0.04282570140340569,1.5244286992340816,1.1107491856677525,0.4309704153,PASS,0.9867179291762985
TRUE,2,2849,118,885,1846,0.0554736455,0.6359105081,0.3086158464,0.1492196729,0.4035320057,0.1972605617,Inf,0.002212926,0.0014185132,0.050359699,1.5094043325,739,2:1,-3058.2977652704,-6021.1388505268,-6092.5955305408,275.6695408727,-5745.4693096541,59.2695106357,-5961.8693398724,12,NA,0.04568010058545813,1.560032010981639,2.084650112866817,0.3086158464,PASS,0.9775360331320972
TRUE,2,220,6,118,96,0.0289240038,0.4321283105,0.5389476857,0.0647593482,0.3359775605,0.1606193523,7.17457323886702e-5,0.0017376757,7.950272e-4,0.057324799,8.7105951253,739,2:2,-267.7365892918,-470.7496480274,-511.4731785836,4.3548025318,-466.3948454956,3.3658312827,-467.3838167436,12,NA,0.09176264060927863,2.1856808169582123,1.2268041237113403,0.4321283105,PASS,0.9756752727433199
TRUE,2,334,19,228,87,0.0676778585,0.2526887015,0.6796334401,0.3167769907,0.6231731033,0.3014841432,Inf,0.0027025188,0.0019962494,0.059999999,1.2336657915,740,2:0,-275.5533794134,-481.3730669112,-527.1067588269,20.8923690244,-460.4806978868,0.9116816409,-480.461385269,12,NA,0.0670178427480228,1.3537981777226833,2.602272727272727,0.2526887015,PASS,0.9695383665791295
TRUE,2,2757,150,972,1635,0.0721613354,0.3498073756,0.578031289,0.2335011855,0.4512370152,0.2317259852,Inf,0.0022052671,0.0018668673,0.050724599,1.2775224112,740,2:1,-2507.8645730807,-4920.6663652291,-4991.7291461614,299.7430316065,-4620.9233336226,62.8186375161,-4857.8477276987,12,NA,0.05271292811402861,1.181266124271393,1.6813977389516959,0.3498073756,PASS,0.9846733507813948
TRUE,2,1111,50,495,566,0.0679424087,0.4927830895,0.4392745019,0.3411825008,0.4576410522,0.3693891494,Inf,0.0699314957,9.367022e-4,0.050251299,1.1727257121,740,2:2,-563.6758179747,-1043.1954464738,-1103.3516359495,418.0566016945,-625.1388447793,255.8817792443,-787.3136672082,12,NA,0.7610869108003095,74.65712763352109,1.1431451612903225,0.4392745019,FAIL,2.2204460492503126e-16
